Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
Cas3_0_CAS-I	NIPA01000073.1_11	640	353	6.8e-05	20.7	13067	14986	NIPA01000073.1	11	0.3234375	0.5920679886685553	1
Cas3_0_CAS-I	NIPA01000092.1_14	789	353	4.8e-05	21.2	19483	21849	NIPA01000092.1	14	0.21419518377693283	0.47592067988668557	-1
Cas3_0_CAS-I	NIPA01000092.1_84	692	353	5.3e-11	40.8	99321	101396	NIPA01000092.1	84	0.29335260115606937	0.5637393767705382	1
Cas3_0_CAS-I	NIPA01000104.1_40	341	353	0.059	11.0	38599	39621	NIPA01000104.1	40	0.17888563049853373	0.17280453257790368	-1
Cas3_0_CAS-I	NIPA01000109.1_30	1077	353	1.3e-13	49.4	41603	44833	NIPA01000109.1	30	0.1829155060352832	0.49008498583569404	-1
Cas3_0_CAS-I-D	NIPA01000025.1_166	2122	626	5.7e-07	26.7	187275	193640	NIPA01000025.1	166	0.07257304429783223	0.22044728434504793	-1
Cas3_0_CAS-I-D	NIPA01000027.1_215	459	626	0.0001	19.2	205663	207039	NIPA01000027.1	215	0.37254901960784315	0.26357827476038337	1
Cas3_0_CAS-I-D	NIPA01000043.1_24	1449	626	8.2e-05	19.5	18986	23332	NIPA01000043.1	24	0.05866114561766736	0.13258785942492013	1
Cas3_0_CAS-I-D	NIPA01000046.1_131	713	626	0.07	9.8	126106	128244	NIPA01000046.1	131	0.08415147265077139	0.09744408945686901	1
Cas3_0_CAS-I-D	NIPA01000046.1_2	447	626	6.6e-06	23.1	1716	3056	NIPA01000046.1	2	0.3713646532438479	0.2380191693290735	1
Cas3_0_CAS-I-U	NIPA01000043.1_24	1449	843	0.042	10.2	18986	23332	NIPA01000043.1	24	0.026915113871635612	0.046263345195729534	1
Cas3_0_CAS-I-U	NIPA01000046.1_167	949	843	0.0026	14.2	173324	176170	NIPA01000046.1	167	0.06322444678609063	0.06761565836298933	-1
Cas3_0_CAS-I-U	NIPA01000109.1_30	1077	843	0.0002	17.9	41603	44833	NIPA01000109.1	30	0.14298978644382543	0.16725978647686832	-1
Cas3_0_I	NIPA01000018.1_259	557	358	1.8e-07	29.2	279964	281634	NIPA01000018.1	259	0.41831238779174146	0.6620111731843575	1
Cas3_0_I	NIPA01000018.1_94	1151	358	2.6e-09	35.2	111207	114659	NIPA01000018.1	94	0.24239791485664638	0.8044692737430168	-1
Cas3_0_I	NIPA01000027.1_215	459	358	3.8e-07	28.1	205663	207039	NIPA01000027.1	215	0.5228758169934641	0.6843575418994413	1
Cas3_0_I	NIPA01000043.1_24	1449	358	2.8e-10	38.4	18986	23332	NIPA01000043.1	24	0.22705314009661837	0.8770949720670391	1
Cas3_0_I	NIPA01000046.1_167	949	358	0.0028	15.3	173324	176170	NIPA01000046.1	167	0.10010537407797682	0.26256983240223464	-1
Cas3_0_I	NIPA01000046.1_2	447	358	7.1e-13	46.9	1716	3056	NIPA01000046.1	2	0.5413870246085011	0.6731843575418994	1
Cas3_0_I	NIPA01000064.1_18	450	358	0.00017	19.4	21693	23042	NIPA01000064.1	18	0.5355555555555556	0.6703910614525139	-1
Cas3_0_I	NIPA01000064.1_49	838	358	0.0021	15.8	53372	55885	NIPA01000064.1	49	0.13842482100238662	0.31564245810055863	-1
Cas3_0_I	NIPA01000066.1_13	524	358	0.033	11.8	10314	11885	NIPA01000066.1	13	0.38740458015267176	0.5754189944134078	1
Cas3_0_I	NIPA01000073.1_11	640	358	0.00013	19.7	13067	14986	NIPA01000073.1	11	0.275	0.5139664804469274	1
Cas3_0_I	NIPA01000092.1_14	789	358	3.2e-05	21.7	19483	21849	NIPA01000092.1	14	0.2509505703422053	0.5502793296089385	-1
Cas3_0_I	NIPA01000092.1_84	692	358	1.8e-10	39.0	99321	101396	NIPA01000092.1	84	0.26734104046242774	0.5083798882681564	1
Cas3_0_I	NIPA01000109.1_30	1077	358	5.3e-14	50.6	41603	44833	NIPA01000109.1	30	0.14763231197771587	0.4441340782122905	-1
Cas3_0_ID	NIPA01000025.1_166	2122	357	1.3e-08	32.9	187275	193640	NIPA01000025.1	166	0.10414703110273327	0.5938375350140056	-1
Cas3_0_ID	NIPA01000043.1_24	1449	357	9.5e-08	30.1	18986	23332	NIPA01000043.1	24	0.16701173222912352	0.6582633053221288	1
Cas3_0_ID	NIPA01000046.1_131	713	357	0.038	11.6	126106	128244	NIPA01000046.1	131	0.17391304347826086	0.34173669467787116	1
Cas3_0_ID	NIPA01000046.1_2	447	357	0.0088	13.7	1716	3056	NIPA01000046.1	2	0.2371364653243848	0.25770308123249297	1
Cas3_0_ID	NIPA01000064.1_18	450	357	0.0034	15.0	21693	23042	NIPA01000064.1	18	0.42444444444444446	0.46218487394957986	-1
Cas3_0_ID	NIPA01000099.1_200	595	357	0.018	12.7	227860	229644	NIPA01000099.1	200	0.06554621848739496	0.1092436974789916	1
Cas3_0_ID	NIPA01000102.1_121	179	357	0.015	12.9	147952	148488	NIPA01000102.1	121	0.46368715083798884	0.23249299719887956	1
Cas3_0_IU	NIPA01000043.1_24	1449	864	0.00043	16.9	18986	23332	NIPA01000043.1	24	0.03795721187025535	0.0625	1
Cas3_0_IU	NIPA01000046.1_167	949	864	5.6e-05	19.8	173324	176170	NIPA01000046.1	167	0.07270811380400422	0.0763888888888889	-1
Cas3_0_IU	NIPA01000109.1_30	1077	864	0.00015	18.4	41603	44833	NIPA01000109.1	30	0.13649025069637882	0.15393518518518517	-1
Cas3_1_CAS-I	NIPA01000043.1_24	1449	745	9.4e-05	19.5	18986	23332	NIPA01000043.1	24	0.22498274672187715	0.425503355704698	1
Cas3_1_CAS-I	NIPA01000046.1_2	447	745	7.3e-08	29.7	1716	3056	NIPA01000046.1	2	0.5615212527964206	0.35838926174496644	1
Cas3_1_CAS-I	NIPA01000092.1_84	692	745	3.2e-07	27.6	99321	101396	NIPA01000092.1	84	0.12861271676300579	0.11543624161073826	1
Cas3_1_CAS-I	NIPA01000109.1_30	1077	745	4.1e-97	324.8	41603	44833	NIPA01000109.1	30	0.7483751160631383	0.9114093959731544	-1
Cas3_1_CAS-I-D	NIPA01000018.1_259	557	353	0.037	11.6	279964	281634	NIPA01000018.1	259	0.10233393177737882	0.14447592067988668	1
Cas3_1_CAS-I-D	NIPA01000025.1_166	2122	353	1.5e-09	36.0	187275	193640	NIPA01000025.1	166	0.10367577756833177	0.5864022662889519	-1
Cas3_1_CAS-I-D	NIPA01000027.1_215	459	353	0.03	11.9	205663	207039	NIPA01000027.1	215	0.12636165577342048	0.14730878186968838	1
Cas3_1_CAS-I-D	NIPA01000043.1_24	1449	353	8.1e-08	30.2	18986	23332	NIPA01000043.1	24	0.16356107660455488	0.6402266288951841	1
Cas3_1_CAS-I-D	NIPA01000046.1_131	713	353	0.0084	13.8	126106	128244	NIPA01000046.1	131	0.17812061711079943	0.35410764872521244	1
Cas3_1_CAS-I-D	NIPA01000046.1_2	447	353	0.0086	13.7	1716	3056	NIPA01000046.1	2	0.22818791946308725	0.24929178470254956	1
Cas3_1_CAS-I-D	NIPA01000064.1_18	450	353	0.0026	15.5	21693	23042	NIPA01000064.1	18	0.47555555555555556	0.5325779036827195	-1
Cas3_1_CAS-I-D	NIPA01000099.1_200	595	353	0.0073	13.9	227860	229644	NIPA01000099.1	200	0.10756302521008404	0.19263456090651557	1
Cas3_1_I	NIPA01000027.1_82	411	178	0.037	12.6	76924	78156	NIPA01000027.1	82	0.0340632603406326	0.07865168539325842	1
Cas3_1_I	NIPA01000038.1_94	640	178	1.4e-05	23.8	91628	93547	NIPA01000038.1	94	0.1953125	0.5617977528089888	1
Cas3_1_I	NIPA01000052.1_6	621	178	0.0053	15.4	7261	9123	NIPA01000052.1	6	0.0853462157809984	0.25280898876404495	-1
Cas3_1_I	NIPA01000080.1_38	415	178	0.038	12.6	42867	44111	NIPA01000080.1	38	0.12771084337349398	0.3202247191011236	-1
Cas3_1_I	NIPA01000086.1_140	615	178	0.0097	14.5	147217	149061	NIPA01000086.1	140	0.08455284552845528	0.24719101123595505	1
Cas3_1_I	NIPA01000102.1_240	394	178	0.0027	16.3	267310	268491	NIPA01000102.1	240	0.2766497461928934	0.601123595505618	1
Cas3_1_I	NIPA01000109.1_30	1077	178	5.5e-12	44.6	41603	44833	NIPA01000109.1	30	0.1392757660167131	0.5730337078651685	-1
Cas3_1_I	NIPA01000111.1_95	189	178	0.01	14.4	102793	103359	NIPA01000111.1	95	0.17989417989417988	0.20224719101123595	-1
Cas3_2_CAS-I	NIPA01000018.1_259	557	967	3.9e-07	27.1	279964	281634	NIPA01000018.1	259	0.36983842010771995	0.2140641158221303	1
Cas3_2_CAS-I	NIPA01000025.1_166	2122	967	3.4e-06	24.0	187275	193640	NIPA01000025.1	166	0.07257304429783223	0.14270941054808686	-1
Cas3_2_CAS-I	NIPA01000027.1_215	459	967	4.6e-06	23.5	205663	207039	NIPA01000027.1	215	0.4335511982570806	0.20372285418821096	1
Cas3_2_CAS-I	NIPA01000046.1_2	447	967	1.4e-06	25.2	1716	3056	NIPA01000046.1	2	0.6040268456375839	0.2781799379524302	1
Cas3_2_CAS-I	NIPA01000064.1_18	450	967	0.00084	16.1	21693	23042	NIPA01000064.1	18	0.34	0.1499482936918304	-1
Cas3_2_CAS-I	NIPA01000092.1_84	692	967	0.00035	17.3	99321	101396	NIPA01000092.1	84	0.21098265895953758	0.14788004136504654	1
Cas3d_0_CAS-I-D	NIPA01000027.1_215	459	639	0.049	10.6	205663	207039	NIPA01000027.1	215	0.20915032679738563	0.14710485133020346	1
Cas3d_0_CAS-I-D	NIPA01000043.1_24	1449	639	0.048	10.6	18986	23332	NIPA01000043.1	24	0.06418219461697723	0.14084507042253522	1
Cas3d_1_CAS-I-D	NIPA01000025.1_166	2122	627	0.0021	14.9	187275	193640	NIPA01000025.1	166	0.05466540999057493	0.16427432216905902	-1
Cas3d_1_CAS-I-D	NIPA01000043.1_24	1449	627	0.026	11.3	18986	23332	NIPA01000043.1	24	0.04830917874396135	0.10685805422647528	1
Cas3d_1_CAS-I-D	NIPA01000046.1_112	197	627	0.0077	13.1	108684	109274	NIPA01000046.1	112	0.5989847715736041	0.17703349282296652	1
Cas3d_1_CAS-I-D	NIPA01000046.1_131	713	627	1.3e-05	22.3	126106	128244	NIPA01000046.1	131	0.2300140252454418	0.26156299840510366	1
Cas3d_1_CAS-I-D	NIPA01000046.1_2	447	627	0.014	12.3	1716	3056	NIPA01000046.1	2	0.348993288590604	0.23604465709728867	1
Cas4_0_IA	NIPA01000003.1_3	531	273	0.017	13.4	1006	2598	NIPA01000003.1	3	0.03766478342749529	0.07326007326007326	-1
Cas4_1_CAS-I-II-III-IV-V-VI	NIPA01000003.1_3	531	270	0.014	13.5	1006	2598	NIPA01000003.1	3	0.03954802259887006	0.07777777777777778	-1
Cas4_4_CAS-I-II-III-IV-V-VI	NIPA01000003.1_3	531	284	0.003	15.6	1006	2598	NIPA01000003.1	3	0.04331450094161959	0.08098591549295775	-1
Cas4_6_CAS-I-II-III-IV-V-VI	NIPA01000003.1_3	531	292	0.0023	16.0	1006	2598	NIPA01000003.1	3	0.04331450094161959	0.07876712328767123	-1
Cas5_0_CAS-I-A	NIPA01000022.1_21	221	179	0.049	12.1	10820	11482	NIPA01000022.1	21	0.3257918552036199	0.40782122905027934	1
Cas5_0_CAS-I-E	NIPA01000070.1_9	79	182	0.067	11.6	5968	6204	NIPA01000070.1	9	0.569620253164557	0.24725274725274726	-1
Cas5_0_CAS-I-F	NIPA01000002.1_123	112	336	0.054	11.3	127970	128305	NIPA01000002.1	123	0.4642857142857143	0.15476190476190477	-1
Cas5f_0_CAS-I-F	NIPA01000109.1_28	328	261	8.9e-13	46.6	39271	40254	NIPA01000109.1	28	0.4878048780487805	0.5900383141762452	-1
Cas5f_1_CAS-I-F	NIPA01000109.1_28	328	293	2.3e-91	304.7	39271	40254	NIPA01000109.1	28	0.9359756097560976	0.9931740614334471	-1
Cas5f_2_CAS-I-F	NIPA01000109.1_28	328	291	1.9e-106	354.3	39271	40254	NIPA01000109.1	28	0.9359756097560976	0.9965635738831615	-1
Cas5f_3_CAS-I-F	NIPA01000109.1_28	328	293	3.3e-101	337.0	39271	40254	NIPA01000109.1	28	0.9329268292682927	0.9965870307167235	-1
Cas6_0_IF	NIPA01000109.1_26	188	184	2.3e-50	169.6	37665	38228	NIPA01000109.1	26	0.9840425531914894	1.0	-1
Cas6_3_IVA	NIPA01000109.1_26	188	192	1.4e-13	49.7	37665	38228	NIPA01000109.1	26	0.9521276595744681	0.9322916666666666	-1
Cas6_7_CAS-I-II-III-IV-V-VI	NIPA01000039.1_236	117	241	0.036	12.6	255328	255678	NIPA01000039.1	236	0.4358974358974359	0.22821576763485477	-1
Cas6f_0_CAS-I-II-III-IV-V-VI	NIPA01000109.1_26	188	186	9.499999999999999e-53	177.4	37665	38228	NIPA01000109.1	26	0.9946808510638298	1.0	-1
Cas6f_1_CAS-I-II-III-IV-V-VI	NIPA01000109.1_26	188	185	7.099999999999999e-62	207.4	37665	38228	NIPA01000109.1	26	0.9946808510638298	1.0	-1
Cas6f_2_CAS-I-II-III-IV-V-VI	NIPA01000109.1_26	188	185	3.9999999999999997e-63	211.5	37665	38228	NIPA01000109.1	26	0.9787234042553191	1.0	-1
Cas7f_0_CAS-I-F	NIPA01000109.1_27	343	340	1.3999999999999998e-135	450.7	38232	39260	NIPA01000109.1	27	0.9708454810495627	0.9970588235294118	-1
Cas7f_1_CAS-I-F	NIPA01000109.1_27	343	331	6.2e-140	464.9	38232	39260	NIPA01000109.1	27	0.9650145772594753	1.0	-1
Cas7f_2_CAS-I-F	NIPA01000109.1_27	343	326	1.1000000000000001e-149	496.8	38232	39260	NIPA01000109.1	27	0.9620991253644315	1.0	-1
Cas8a2_3_CAS-I-A	NIPA01000011.1_12	429	347	0.074	10.9	17138	18424	NIPA01000011.1	12	0.1258741258741259	0.14697406340057637	1
Cas8f_2_CAS-I-F	NIPA01000109.1_29	435	384	1.9999999999999999e-115	384.3	40241	41545	NIPA01000109.1	29	0.8666666666666667	0.9895833333333334	-1
Cas8f_3_CAS-I-F	NIPA01000109.1_29	435	376	8.699999999999999e-147	487.8	40241	41545	NIPA01000109.1	29	0.8505747126436781	0.9973404255319149	-1
Cas8f_7_CAS-I-F	NIPA01000109.1_29	435	376	6.7e-132	438.6	40241	41545	NIPA01000109.1	29	0.8459770114942529	0.9946808510638298	-1
Cas8u1_0_CAS-I-U	NIPA01000108.1_81	116	702	0.035	11.1	68095	68442	NIPA01000108.1	81	0.4051724137931034	0.06552706552706553	-1
Cas8u1_1_CAS-I-U	NIPA01000048.1_175	296	312	0.028	12.3	190898	191785	NIPA01000048.1	175	0.2939189189189189	0.23076923076923078	-1
Cas8u2_0_CAS-I-U	NIPA01000040.1_73	384	272	0.013	13.2	75208	76359	NIPA01000040.1	73	0.1875	0.26838235294117646	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000002.1_102	259	198	4.1e-06	25.1	103963	104739	NIPA01000002.1	102	0.18532818532818532	0.24242424242424243	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000002.1_78	324	198	5.2e-05	21.5	82256	83227	NIPA01000002.1	78	0.16049382716049382	0.26262626262626265	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000002.1_8	211	198	0.0022	16.2	5334	5966	NIPA01000002.1	8	0.2559241706161137	0.2828282828282828	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000010.1_137	258	198	4.2e-05	21.8	149924	150697	NIPA01000010.1	137	0.1744186046511628	0.22727272727272727	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000010.1_93	286	198	0.0048	15.1	103007	103864	NIPA01000010.1	93	0.18181818181818182	0.24242424242424243	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000014.1_11	158	198	7e-05	21.1	7916	8389	NIPA01000014.1	11	0.6012658227848101	0.3282828282828283	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000016.1_5	226	198	7.3e-06	24.3	3563	4240	NIPA01000016.1	5	0.24336283185840707	0.2878787878787879	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000020.1_99	160	198	0.058	11.5	116518	116997	NIPA01000020.1	99	0.175	0.15656565656565657	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000027.1_17	215	198	0.002	16.3	15173	15817	NIPA01000027.1	17	0.14883720930232558	0.16666666666666666	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000027.1_65	211	198	2.5e-05	22.5	56701	57333	NIPA01000027.1	65	0.3981042654028436	0.4444444444444444	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000027.1_92	374	198	0.015	13.4	90204	91325	NIPA01000027.1	92	0.17379679144385027	0.29797979797979796	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000035.1_36	143	198	0.0042	15.3	39102	39530	NIPA01000035.1	36	0.35664335664335667	0.2474747474747475	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000039.1_251	248	198	0.031	12.5	267728	268471	NIPA01000039.1	251	0.14919354838709678	0.18686868686868688	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000039.1_273	312	198	0.044	11.9	296917	297852	NIPA01000039.1	273	0.16346153846153846	0.2676767676767677	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000039.1_75	252	198	0.0017	16.6	75681	76436	NIPA01000039.1	75	0.18253968253968253	0.23232323232323232	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000040.1_228	267	198	0.0019	16.4	236528	237328	NIPA01000040.1	228	0.18352059925093633	0.24242424242424243	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000040.1_94	239	198	0.038	12.1	101637	102353	NIPA01000040.1	94	0.17154811715481172	0.20707070707070707	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000046.1_10	158	198	0.0018	16.4	14986	15459	NIPA01000046.1	10	0.36075949367088606	0.2828282828282828	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000046.1_134	145	198	0.0006	18.0	130787	131221	NIPA01000046.1	134	0.41379310344827586	0.29797979797979796	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000048.1_148	159	198	7.5e-05	21.0	149637	150113	NIPA01000048.1	148	0.3710691823899371	0.29292929292929293	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000064.1_53	170	198	6.5e-07	27.7	58552	59061	NIPA01000064.1	53	0.3411764705882353	0.29292929292929293	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000067.1_4	169	198	0.022	12.9	3755	4261	NIPA01000067.1	4	0.33727810650887574	0.2727272727272727	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000068.1_52	138	198	0.0022	16.2	61301	61714	NIPA01000068.1	52	0.45652173913043476	0.30303030303030304	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000070.1_78	154	198	7.6e-06	24.2	66988	67449	NIPA01000070.1	78	0.3246753246753247	0.25252525252525254	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000073.1_15	148	198	0.02	13.0	21123	21566	NIPA01000073.1	15	0.3581081081081081	0.2676767676767677	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000092.1_47	163	198	0.0024	16.1	63469	63957	NIPA01000092.1	47	0.3374233128834356	0.2777777777777778	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000093.1_23	278	198	0.014	13.6	22495	23328	NIPA01000093.1	23	0.1079136690647482	0.15151515151515152	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000102.1_237	156	198	0.065	11.4	265411	265878	NIPA01000102.1	237	0.3782051282051282	0.29797979797979796	-1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000104.1_2	644	198	0.05	11.8	467	2398	NIPA01000104.1	2	0.05124223602484472	0.1717171717171717	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000108.1_86	908	198	0.08	11.1	74339	77062	NIPA01000108.1	86	0.0473568281938326	0.22727272727272727	1
CasR_0_CAS-I-II-III-IV-V-VI	NIPA01000111.1_81	158	198	0.002	16.3	84706	85179	NIPA01000111.1	81	0.5569620253164557	0.3939393939393939	1
CasR_0_CAS-III-B	NIPA01000108.1_133	799	480	0.0064	13.8	129053	131449	NIPA01000108.1	133	0.07884856070087609	0.12291666666666666	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000002.1_102	259	218	1.1e-07	29.8	103963	104739	NIPA01000002.1	102	0.18146718146718147	0.21559633027522937	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000002.1_78	324	218	9.7e-06	23.5	82256	83227	NIPA01000002.1	78	0.16049382716049382	0.23853211009174313	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000002.1_8	211	218	0.00079	17.2	5334	5966	NIPA01000002.1	8	0.24644549763033174	0.24770642201834864	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000005.1_19	307	218	0.077	10.7	17506	18426	NIPA01000005.1	19	0.13680781758957655	0.1926605504587156	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000010.1_137	258	218	9.8e-06	23.4	149924	150697	NIPA01000010.1	137	0.1744186046511628	0.20642201834862386	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000010.1_191	208	218	0.0013	16.5	205625	206248	NIPA01000010.1	191	0.1778846153846154	0.17889908256880735	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000010.1_93	286	218	0.045	11.5	103007	103864	NIPA01000010.1	93	0.16433566433566432	0.19724770642201836	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000013.1_78	243	218	0.014	13.1	88967	89695	NIPA01000013.1	78	0.23045267489711935	0.25229357798165136	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000014.1_11	158	218	0.00018	19.3	7916	8389	NIPA01000014.1	11	0.310126582278481	0.22477064220183487	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000016.1_5	226	218	4.6e-07	27.8	3563	4240	NIPA01000016.1	5	0.2168141592920354	0.23394495412844038	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000016.1_8	222	218	0.0032	15.2	5568	6233	NIPA01000016.1	8	0.19369369369369369	0.20642201834862386	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000018.1_201	213	218	0.028	12.1	221119	221757	NIPA01000018.1	201	0.17370892018779344	0.17889908256880735	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000018.1_203	480	218	0.082	10.6	222433	223872	NIPA01000018.1	203	0.0625	0.13761467889908258	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000018.1_221	297	218	0.033	11.9	242749	243639	NIPA01000018.1	221	0.14814814814814814	0.2018348623853211	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000020.1_9	250	218	0.031	12.0	7005	7754	NIPA01000020.1	9	0.192	0.22018348623853212	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000020.1_99	160	218	0.01	13.6	116518	116997	NIPA01000020.1	99	0.175	0.12844036697247707	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000027.1_17	215	218	0.00091	17.0	15173	15817	NIPA01000027.1	17	0.22790697674418606	0.22935779816513763	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000027.1_65	211	218	2.8e-06	25.2	56701	57333	NIPA01000027.1	65	0.24644549763033174	0.24770642201834864	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000027.1_92	374	218	0.007	14.1	90204	91325	NIPA01000027.1	92	0.17379679144385027	0.2706422018348624	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000032.1_2	250	218	0.033	11.9	1214	1963	NIPA01000032.1	2	0.152	0.1743119266055046	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000035.1_36	143	218	0.075	10.7	39102	39530	NIPA01000035.1	36	0.26573426573426573	0.1834862385321101	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000039.1_273	312	218	0.00036	18.3	296917	297852	NIPA01000039.1	273	0.21474358974358973	0.3165137614678899	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000039.1_75	252	218	0.00051	17.8	75681	76436	NIPA01000039.1	75	0.1746031746031746	0.2018348623853211	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000040.1_228	267	218	0.013	13.3	236528	237328	NIPA01000040.1	228	0.1760299625468165	0.21100917431192662	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000040.1_94	239	218	0.0097	13.7	101637	102353	NIPA01000040.1	94	0.17154811715481172	0.18807339449541285	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000043.1_53	239	218	0.012	13.3	54610	55326	NIPA01000043.1	53	0.14644351464435146	0.16055045871559634	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000046.1_10	158	218	0.0016	16.2	14986	15459	NIPA01000046.1	10	0.310126582278481	0.22477064220183487	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000046.1_134	145	218	0.0016	16.2	130787	131221	NIPA01000046.1	134	0.36551724137931035	0.23853211009174313	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000046.1_35	298	218	0.056	11.2	37301	38194	NIPA01000046.1	35	0.13758389261744966	0.18807339449541285	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000048.1_130	478	218	0.035	11.8	128463	129896	NIPA01000048.1	130	0.06276150627615062	0.13761467889908258	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000048.1_148	159	218	6.8e-05	20.7	149637	150113	NIPA01000048.1	148	0.4339622641509434	0.3165137614678899	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000048.1_175	296	218	0.0012	16.6	190898	191785	NIPA01000048.1	175	0.24662162162162163	0.3348623853211009	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000050.1_50	303	218	0.029	12.1	53218	54126	NIPA01000050.1	50	0.24422442244224424	0.3486238532110092	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000052.1_68	146	218	0.039	11.7	65886	66323	NIPA01000052.1	68	0.4520547945205479	0.3073394495412844	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000064.1_53	170	218	4e-07	28.0	58552	59061	NIPA01000064.1	53	0.32941176470588235	0.25688073394495414	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000066.1_32	220	218	0.014	13.2	36134	36793	NIPA01000066.1	32	0.2863636363636364	0.22477064220183487	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000068.1_52	138	218	6.5e-05	20.8	61301	61714	NIPA01000068.1	52	0.4782608695652174	0.2889908256880734	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000070.1_78	154	218	1.8e-06	25.8	66988	67449	NIPA01000070.1	78	0.3246753246753247	0.22935779816513763	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000073.1_15	148	218	0.0023	15.7	21123	21566	NIPA01000073.1	15	0.35135135135135137	0.23853211009174313	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000092.1_47	163	218	0.00011	20.0	63469	63957	NIPA01000092.1	47	0.3803680981595092	0.28440366972477066	1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000093.1_23	278	218	0.009	13.8	22495	23328	NIPA01000093.1	23	0.1079136690647482	0.13761467889908258	-1
CasR_1_CAS-I-II-III-IV-V-VI	NIPA01000102.1_237	156	218	0.0048	14.6	265411	265878	NIPA01000102.1	237	0.3333333333333333	0.25229357798165136	-1
