protein	id	evalue	score
NIPA01000070.1_fragment_1_5	PF01527.20	5.1e-22	74.2
NIPA01000086.1_fragment_2_146	PF03734.14	5.700000000000001e-22	74.9
NIPA01000018.1_fragment_3_347	PF02604.19	7.6e-22	73.1
NIPA01000040.1_fragment_4_261	PF03592.16	9.6e-22	74.1
NIPA01000070.1_fragment_1_21	PF11740.8	1e-21	73.9
NIPA01000070.1_fragment_1_26	PF13175.6	1.1e-21	74.0
NIPA01000052.1_fragment_1_8	PF08808.11	1.2e-21	73.4
NIPA01000082.1_fragment_1_10	PF06271.12	1.4e-21	73.3
NIPA01000034.1_6	PF09956.9	1.7e-21	72.8
NIPA01000105.1_fragment_1_37	PF00350.23	1.8e-21	73.1
NIPA01000016.1_fragment_2_71	PF04773.13	2e-21	72.6
NIPA01000038.1_fragment_1_4	PF00176.23	2.3e-21	72.0
NIPA01000027.1_fragment_1_27	PF00877.19	3.8e-21	71.2
NIPA01000116.1_2	PF02086.15	9.4e-21	70.7
NIPA01000027.1_fragment_2_101	PF02627.20	1e-20	69.7
NIPA01000078.1_10	PF00929.24	1.2e-20	70.9
NIPA01000025.1_fragment_2_166	PF00270.29	1.8e-20	69.5
NIPA01000040.1_fragment_3_195	PF05425.13	2.3e-20	69.1
NIPA01000047.1_22	PF09588.10	3.2e-20	68.9
NIPA01000040.1_fragment_3_197	PF06611.12	3.4e-20	67.9
NIPA01000047.1_10	PF18406.1	3.5e-20	67.7
NIPA01000067.1_4	PF01638.17	3.9e-20	67.7
NIPA01000038.1_fragment_1_56	PF00293.28	3.9e-20	68.4
NIPA01000039.1_fragment_1_26	PF00589.22	4e-20	68.4
NIPA01000025.1_fragment_2_165	PF13245.6	4.3e-20	68.7
NIPA01000010.1_fragment_1_53	PF04828.14	4.4e-20	68.0
NIPA01000073.1_fragment_1_98	PF05050.12	4.4e-20	68.5
NIPA01000038.1_fragment_1_14	PF00437.20	5.2e-20	67.7
NIPA01000066.1_fragment_1_59	PF05488.13	6.4e-20	67.3
NIPA01000105.1_fragment_1_25	PF00012.20	8.6e-20	66.5
NIPA01000018.1_fragment_3_381	PF06662.13	9.3e-20	67.0
NIPA01000086.1_fragment_2_143	PF00589.22	9.5e-20	67.2
NIPA01000052.1_fragment_1_15	PF13462.6	1.3e-19	67.1
NIPA01000078.1_18	PF04985.14	1.3e-19	66.6
NIPA01000018.1_fragment_3_334	PF07867.11	2.3e-19	65.0
NIPA01000086.1_fragment_2_142	PF03466.20	2.4e-19	65.7
NIPA01000027.1_fragment_1_42	PF10109.9	2.6e-19	65.3
NIPA01000067.1_10	PF05598.11	2.7e-19	65.2
NIPA01000086.1_fragment_2_108	PF13701.6	4.1e-19	64.2
NIPA01000072.1_18	PF13175.6	4.3e-19	65.5
NIPA01000070.1_fragment_1_56	PF16754.5	4.3e-19	65.1
NIPA01000022.1_fragment_1_32	PF00589.22	4.4e-19	65.0
NIPA01000086.1_fragment_5_407	PF03061.22	4.5e-19	64.8
NIPA01000086.1_fragment_5_402	PF13462.6	4.8e-19	65.2
NIPA01000048.1_fragment_2_82	PF10711.9	5e-19	64.7
NIPA01000038.1_fragment_2_89	PF05016.15	6e-19	64.6
NIPA01000070.1_fragment_1_20	PF00589.22	6.1e-19	64.6
NIPA01000105.1_fragment_1_23	PF06004.12	6.4e-19	63.8
NIPA01000078.1_29	PF04865.14	7.4e-19	64.0
NIPA01000025.1_fragment_2_151	PF04828.14	7.9e-19	64.0
NIPA01000043.1_fragment_1_2	PF13503.6	1.1e-18	64.1
NIPA01000018.1_fragment_3_369	PF14464.6	1.1e-18	63.3
NIPA01000105.1_fragment_1_15	PF00665.26	1.2e-18	63.5
NIPA01000018.1_fragment_3_389	PF09498.10	1.3e-18	62.9
NIPA01000038.1_fragment_2_80	PF13462.6	1.6e-18	63.6
NIPA01000086.1_fragment_2_113	PF02566.19	1.6e-18	63.2
NIPA01000016.1_fragment_2_70	PF08281.12	1.9e-18	62.0
NIPA01000097.1_6	PF00892.20	2.8e-18	62.5
NIPA01000066.1_fragment_1_64	PF00932.19	3e-18	62.4
NIPA01000038.1_fragment_1_60	PF13419.6	3.7e-18	62.4
NIPA01000005.1_fragment_1_38	PF01797.16	4e-18	61.8
NIPA01000040.1_fragment_4_258	PF06381.11	4.6e-18	61.2
NIPA01000025.1_fragment_2_159	PF12643.7	5.1e-18	61.3
NIPA01000086.1_fragment_5_403	PF01527.20	5.4e-18	61.3
NIPA01000086.1_fragment_2_109	PF13701.6	5.5e-18	60.5
NIPA01000018.1_fragment_3_327	PF09588.10	5.7e-18	61.6
NIPA01000018.1_fragment_4_410	PF12158.8	6.7e-18	61.3
NIPA01000078.1_41	PF13876.6	7.8e-18	60.7
NIPA01000012.1_fragment_1_32	PF01381.22	1.3e-17	59.7
NIPA01000064.1_fragment_1_56	PF00849.22	1.7e-17	60.1
NIPA01000023.1_fragment_1_65	PF00583.25	1.7e-17	59.9
NIPA01000072.1_12	PF13545.6	1.7e-17	59.3
NIPA01000086.1_fragment_2_127	PF13462.6	1.8e-17	60.1
NIPA01000111.1_fragment_1_105	PF01891.16	2.4e-17	59.6
NIPA01000105.1_fragment_1_1	PF12833.7	2.7e-17	59.0
NIPA01000027.1_fragment_1_48	PF04965.14	3.8e-17	58.0
NIPA01000064.1_fragment_1_40	PF05598.11	4.3e-17	58.1
NIPA01000022.1_fragment_1_5	PF01695.17	4.4e-17	58.5
NIPA01000025.1_fragment_2_168	PF00271.31	5.8e-17	58.2
NIPA01000077.1_fragment_1_6	PF14020.6	7e-17	57.9
NIPA01000070.1_fragment_1_15	PF12833.7	9.6e-17	57.2
NIPA01000086.1_fragment_5_395	PF04055.21	1e-16	57.9
NIPA01000077.1_fragment_1_12	PF13545.6	1.1e-16	56.8
NIPA01000067.1_1	PF00583.25	1.2e-16	57.2
NIPA01000116.1_3	PF03869.14	1.2e-16	56.4
NIPA01000092.1_fragment_1_4	PF13166.6	1.2e-16	56.6
NIPA01000086.1_fragment_2_150	PF09925.9	1.2e-16	56.9
NIPA01000038.1_fragment_1_40	PF05016.15	1.3e-16	57.1
NIPA01000102.1_fragment_4_320	PF00805.22	1.5e-16	55.8
NIPA01000077.1_fragment_2_41	PF01381.22	1.7e-16	56.2
NIPA01000070.1_fragment_1_10	PF00589.22	1.8e-16	56.5
NIPA01000025.1_fragment_2_161	PF00589.22	1.8e-16	56.6
NIPA01000070.1_fragment_1_17	PF04116.13	2.4e-16	56.4
NIPA01000070.1_fragment_1_59	PF12833.7	2.4e-16	55.9
NIPA01000111.1_fragment_1_121	PF13392.6	2.8e-16	55.2
NIPA01000082.1_fragment_1_17	PF13511.6	3.2e-16	55.6
NIPA01000018.1_fragment_3_313	PF00589.22	4.3e-16	55.3
NIPA01000025.1_fragment_2_158	PF08845.10	5.6e-16	54.5
NIPA01000064.1_fragment_1_45	PF01381.22	6.1e-16	54.4
NIPA01000022.1_fragment_1_2	PF06530.12	6.3e-16	54.5
NIPA01000038.1_fragment_1_59	PF07883.11	9e-16	53.5
NIPA01000025.1_fragment_2_148	PF01965.24	1.2e-15	53.8
NIPA01000066.1_fragment_1_66	PF02036.17	2.3e-15	53.1
NIPA01000086.1_fragment_2_148	PF14375.6	2.7e-15	52.7
NIPA01000022.1_fragment_1_8	PF09669.10	3.1e-15	52.7
NIPA01000086.1_fragment_2_130	PF02384.16	3.3e-15	52.3
NIPA01000067.1_7	PF10053.9	3.3e-15	52.2
NIPA01000050.1_fragment_1_28	PF13646.6	3.6e-15	52.3
NIPA01000040.1_fragment_3_191	PF00691.20	3.6e-15	52.3
NIPA01000039.1_fragment_1_19	PF00145.17	4.9e-15	51.8
NIPA01000038.1_fragment_1_6	PF00263.21	6.5e-15	51.3
NIPA01000097.1_1	PF00589.22	6.6e-15	51.4
NIPA01000038.1_fragment_1_47	PF04471.12	6.6e-15	51.3
NIPA01000027.1_fragment_1_53	PF01258.17	7e-15	50.9
NIPA01000082.1_fragment_1_13	PF14258.6	7.7e-15	51.3
NIPA01000025.1_fragment_2_163	PF02384.16	7.9e-15	51.0
NIPA01000097.1_7	PF00583.25	9.9e-15	51.0
NIPA01000086.1_fragment_1_57	PF03693.14	1e-14	50.9
NIPA01000018.1_fragment_2_289	PF13545.6	1.3e-14	50.1
NIPA01000040.1_fragment_4_252	PF01541.24	1.5e-14	50.2
NIPA01000064.1_fragment_1_43	PF04851.15	1.9e-14	50.1
NIPA01000086.1_fragment_1_58	PF05016.15	1.9e-14	50.2
NIPA01000086.1_fragment_1_61	PF00436.25	2.1e-14	49.6
NIPA01000018.1_fragment_2_288	PF08281.12	2.1e-14	49.1
NIPA01000086.1_fragment_2_147	PF00849.22	2.2e-14	50.0
NIPA01000077.1_fragment_2_39	PF14237.6	2.3e-14	49.1
NIPA01000078.1_17	PF10109.9	2.3e-14	49.4
NIPA01000048.1_fragment_2_86	PF02069.16	2.6e-14	49.3
NIPA01000070.1_fragment_1_37	PF05155.15	2.9e-14	49.4
NIPA01000070.1_fragment_1_50	PF05155.15	2.9e-14	49.4
NIPA01000047.1_2	PF10544.9	3.6e-14	49.3
NIPA01000040.1_fragment_4_257	PF04233.14	4.2e-14	49.4
NIPA01000038.1_fragment_1_55	PF00580.21	5.6e-14	48.5
NIPA01000086.1_fragment_4_323	PF00717.23	6.8e-14	47.8
NIPA01000043.1_fragment_1_10	PF04542.14	7.4e-14	47.5
NIPA01000072.1_13	PF00027.29	7.6e-14	47.7
NIPA01000018.1_fragment_3_325	PF13476.6	1.4e-13	47.9
NIPA01000020.1_fragment_1_22	PF01381.22	1.4e-13	46.9
NIPA01000078.1_43	PF00959.19	1.4e-13	47.4
NIPA01000077.1_fragment_1_3	PF04055.21	1.6e-13	47.5
NIPA01000116.1_10	PF00436.25	1.6e-13	46.7
NIPA01000018.1_fragment_3_388	PF09498.10	1.6e-13	46.6
NIPA01000006.1_1	PF07471.12	1.7e-13	46.8
NIPA01000034.1_1	PF07471.12	1.8e-13	46.7
NIPA01000040.1_fragment_4_237	PF08797.11	2.2e-13	46.1
NIPA01000038.1_fragment_1_31	PF00176.23	2.4e-13	45.6
NIPA01000040.1_fragment_4_271	PF13392.6	2.5e-13	45.7
NIPA01000070.1_fragment_1_8	PF06803.12	3.9e-13	45.1
NIPA01000052.1_fragment_1_52	PF00436.25	4.5e-13	45.3
NIPA01000010.1_fragment_1_54	PF03547.18	5.5e-13	44.1
NIPA01000111.1_fragment_1_107	PF00583.25	8.7e-13	44.7
NIPA01000086.1_fragment_2_141	PF01381.22	9.2e-13	44.2
NIPA01000010.1_fragment_1_48	PF06568.11	1.2e-12	43.6
NIPA01000043.1_fragment_1_7	PF00857.20	1.2e-12	44.5
NIPA01000005.1_fragment_1_29	PF01381.22	1.2e-12	43.9
NIPA01000027.1_fragment_1_55	PF01381.22	1.2e-12	43.9
NIPA01000022.1_fragment_1_14	PF13560.6	1.2e-12	44.2
NIPA01000078.1_13	PF05489.12	1.2e-12	43.5
NIPA01000047.1_1	PF13730.6	1.4e-12	43.6
NIPA01000038.1_fragment_1_53	PF12696.7	1.4e-12	43.8
NIPA01000047.1_11	PF04448.12	1.6e-12	44.3
NIPA01000003.1_1	PF00665.26	1.7e-12	43.7
NIPA01000047.1_23	PF04397.15	2e-12	43.4
NIPA01000040.1_fragment_4_260	PF17289.2	2.6e-12	43.2
NIPA01000012.1_fragment_1_35	PF00196.19	3.8e-12	41.8
NIPA01000018.1_fragment_4_401	PF11188.8	5.1e-12	42.0
NIPA01000026.1_fragment_1_24	PF12728.7	5.5e-12	41.9
NIPA01000070.1_fragment_1_27	PF00580.21	6.3e-12	41.7
NIPA01000077.1_fragment_1_1	PF00589.22	6.3e-12	41.7
NIPA01000086.1_fragment_2_144	PF00561.20	7e-12	41.6
NIPA01000038.1_fragment_2_88	PF03693.14	8.8e-12	41.5
NIPA01000022.1_fragment_1_19	PF03869.14	9.8e-12	40.7
NIPA01000086.1_fragment_2_111	PF00440.23	1e-11	40.6
NIPA01000047.1_4	PF05269.11	1.1e-11	41.0
NIPA01000047.1_6	PF01381.22	1.8e-11	40.1
NIPA01000040.1_fragment_4_240	PF01381.22	1.9e-11	40.0
NIPA01000086.1_fragment_4_329	PF13511.6	1.9e-11	40.3
